"title","metatags","rating_score","rating_audience","reviews","total_seasons","total_episodes","total_duration (minutes)","episodes_duration_average (minutes)","audio","subtitles","audio.Español (España)","audio.Español (América Latina)","audio.English","audio.English (India)","audio.Français","audio.Português (Brasil)","audio.Italiano","audio.Deutsch","audio.Japonés","audio.Русский","audio.العربية","audio.हिंदी","subtitles.Español (España)","subtitles.Español (América Latina)","subtitles.English","subtitles.Français","subtitles.Português (Portugal)","subtitles.Português (Brasil)","subtitles.Italiano","subtitles.Deutsch","subtitles.Русский","subtitles.العربية","subtitles.हिंदी","genres","editor","link","description"
"given (Drama)","Subtitulado","4.1",721,1,1,6,144,24,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Drama"",""Musical""]","Fuji Creative Corporation","https://www.crunchyroll.com/es-es/series/G8DHV7D17/given-drama","El estudiante de preparatoria Ritsuka Uenoyama (Jin Suzuki) es un guitarrista lo suficientemente bueno como para ser un profesional. Junto con los estudiantes universitarios Akihiko Kaji (Kai Inowaki) y Haruki Nakayama (Shuntaro Yanagi) forman una banda instrumental. Ritsuka solía ser un apasionado de la música, pero últimamente todo le parecía muy aburrido. Un día, va a un lugar de la escuela en el que cree que nadie lo molestará y se topa con Mafuyu Sato (Sanari) sosteniendo una guitarra con las cuerdas rotas."
"La familia Nameko","Subtitulado","3.9",28,0,1,14,58,4,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","Furyu","https://www.crunchyroll.com/es-es/series/G60914GM6/the-nameko-families","Un drama hogareño que se centra en el protagonista ""Nameko"". Anécdotas familiares entretenidas, eventos sorprendentes y divertidos y un poco de sentimentalismo en las cálidas vidas diarias de la familia Nameko."
"SSSS.DYNAZENON","Sub | Dob","4.5",564,0,1,12,276,23,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Acción"",""Ciencia Ficción"",""Shounen""]","PONY CANYON INC.","https://www.crunchyroll.com/es-es/series/G5PHNM44D/ssssdynazenon","Un día, Yomogi Asanaka, un estudiante de primer año en la secundaria Fujiyokidai, se encuentra con un hombre misterioso llamado Gauma, que dice ser un ""usuario de kaiju"". La aparición repentina de un kaiju es seguida por la entrada del robot gigante Dynazenon. En el lugar y momento equivocados están Yume Minami, Koyomi Yamanaka y Chise Asukagawa, que son arrastrados a la lucha contra el kaiju."
"Nyanko Days","Subtitulado","4.5",344,0,1,12,24,2,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","Yomiuri Telecasting Corporation (YTV)","https://www.crunchyroll.com/es-es/series/G6P83KDJ6/nyanko-days","Tomoko Konagai es una estudiante de primero de instituto/preparatoria que es muy tímida, pero es dueña de tres gatos: la animada munchking Maa, la responsable e inteligente azul ruso Rou, y la amable singapura Shii. Tomoko no tiene amigos más allá de sus gatos, pero un día conoce a Azumi Shiratori, otra gran amante de los gatos. Una comedia que nos habla de la vida diaria de Tomoko, sus gatos, su amistad con Azumi y las interacciones entre gatos."
"Hayate no Gotoku!","Subtitulado","4.3",171,0,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Español (América Latina)"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Comedia"",""Romance""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GR9PV4V06/hayate-the-combat-butler","Hayate es un chico de 16 años con muy mala suerte. Un día salva por casualidad a Nagi, heredera de una familia de ricos de gran renombre y acaba siendo contratado como su mayordomo."
"Izetta: The Last Witch","Sub | Dob","4.3",1000,1,1,12,300,25,"[""Japonés"",""English"",""Deutsch""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","true","-","-","-","-","true","true","-","-","-","-","-","true","-","-","-","-","true","-","-","-","[""Acción"",""Drama"",""Fantasia"",""Romance"",""Sobrenatural""]","Shochiku","https://www.crunchyroll.com/es-es/series/GRNQ1PDZR/izetta-the-last-witch","En un mundo imaginario en el que la Segunda Guerra Mundial está a punto de estallar, nos encontramos con un territorio similar a la Europa de dicha época en nuestro mundo. La guerra se extiende por todo el mundo a un ritmo altísimo y la sangre corre en cientos de batallas en cualquier rincón. Finé, reina coronada de Eylstadt, decide usar un arma secreta para enfrentarse a todos esos grandes países que amenazan al suyo y que hasta el momento apenas lo conocían. Ese arma secreta es Izetta, una joven bruja pelirroja de la edad de Finé con un gran poder mágico y la última de los suyos."
"Hamatora","Subtitulado","4.3",537,1,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Comedia"",""Drama"",""Sobrenatural""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GY5VJN1DY/hamatora","""Minimum"", un poder capaz de generar milagros y que se manifiesta solo en unos pocos humanos. Aquellos que poseen uno de estos poderes son los ""Minimum Holders"". Yokohama, año 2014. El dúo de detectives formado por Nice y Murasaki, conocido como Hamatora, espera nuevos trabajos con sus amigos en el Café Nowhere que usan como oficina. De repente un trabajo que reciben tiene conexión con un asesino en serio que busca su amigo policía, Art."
"Mahou Shoujo Nante Mouiidesukara","Subtitulado","3.7",99,2,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Fantasia""]","Earth Star Entertainment","https://www.crunchyroll.com/es-es/series/GR49M8GQ6/mahou-shoujo-nante-mouiidesukara","Yuzuka Hanami es una chica promedio con pocos amigos, hasta que encuentra una extraña criatura llamada Miton escarbando en la basura. Sospechosamente, Miton le dice a Yuzuka que ella tiene lo que se necesita para ser una chica mágica. Sin embargo, cuando se transforma, utiliza un traje de baño."
"The Prince of Tennis","Sub | Dob","4.6",874,1,1,28,616,22,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)"",""Português (Brasil)""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Shounen"",""Deportes""]","ADK","https://www.crunchyroll.com/es-es/series/G79H23V91/the-prince-of-tennis",""
"Dropout Idol Fruit Tart","Sub | Dob","4.4",268,0,1,12,276,23,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Comedia"",""Musical""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GEXH3WK40/dropout-idol-fruit-tart","El nuevo e inesperado grupo de niñas idol, Fruit Tart, tiene una tarea abrumadora: ¡Ganar 100 millones de yenes antes de que demuelan su casa!"
"HIMOTE HOUSE: A share house of super psychic girls","Subtitulado","2.9",65,0,1,12,143,12,"[""Japonés""]","[""Español (España)"",""English"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","My Theater DD","https://www.crunchyroll.com/es-es/series/GYG5VG03Y/himote-house-a-share-house-of-super-psychic-girls","Tae se muda a casa de su vieja compañera de universidad, donde compartirá techo con ella, sus dos hermanas y otra amiga. Cinco chicas dispares conviviendo juntas, pero... ¿además tienen poderes?"
"The Duke of Death and His Maid","Sub | Dob","4.8",3000,2,1,12,288,24,"[""Japonés"",""English"",""Español (América Latina)"",""Português (Brasil)""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""Русский"",""हिंदी""]","-","true","true","-","-","true","-","-","true","-","-","-","-","true","true","-","-","true","-","-","-","-","-","[""Fantasia"",""Romance""]","NBC Universal","https://www.crunchyroll.com/es-es/series/G79H23V0G/the-duke-of-death-and-his-maid","Debido a una maldición que recibió cuando era niño, todo lo que el duque toca se marchita y muere. Esto hace que el comportamiento de su coqueta criada sea aún más impactante. ¿Podrán el duque y sus compañeros romper la maldición, o estará condenado a una vida en la que el amor está siempre fuera de su alcance?"
"HAKYU HOSHIN ENGI","Sub | Dob","3.1",247,2,0,0,0,0,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Aventura"",""Fantasia"",""Shounen"",""Sobrenatural""]","NBC Universal","https://www.crunchyroll.com/es-es/series/GY9P7JN9R/hakyu-hoshin-engi","El pueblo de un otrora próspero reino ahora sufre el caos y la opresión de su nueva gobernante, la malvada Sennin Dakki, a quien acompaña su grupo de malhechores. Ante tal situación, el consejo de los Sennin ha preparado el ""Proyecto Honshin"" por el cual han designado al joven aprendiz Daikobo para reunir a un grupo con el que capturar y sellar a todos los Sennin malvados del mundo y establecer un nuevo reino."
"SSSS.GRIDMAN","Sub | Dob","4.4",885,2,1,12,276,23,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Acción"",""Drama"",""Ciencia Ficción""]","Tsuburaya Productions","https://www.crunchyroll.com/es-es/series/GR8DMVXDR/ssssgridman","Yuta Hibiki se despierta con amnesia en la casa de su compañera de clase, Rikka Takarada. Una voz de un viejo ordenador, que se identifica como ""Gridman"", tiene una misión para él, pero ¿puede sobrevivir al día siguiente de la escuela sin sus recuerdos?"
"Onee-chan ga Kita","Subtitulado","4.4",711,1,1,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","C2C","https://www.crunchyroll.com/es-es/series/GRDQVM3KY/onee-chan-ga-kita","La historia gira en torno a Tomoya Mizuhara, un chico de 13 años cuyo padre vuelve a casarse y que con ello gana una nueva hermana mayor. Ichika tiene 17 años y es un poco rarita, y su amor por Tomoya es un tanto exagerado por no decir terrorífico."
"Yamada-kun to 7-nin no Majo","Sub | Dob","4.7",5000,11,1,0,0,0,"[""Japonés"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский""]","-","true","true","-","true","true","-","true","true","-","-","-","-","true","true","true","-","true","-","true","-","-","-","[""Comedia"",""Drama"",""Fantasia"",""Romance"",""Shounen"",""Sobrenatural""]","Kodansha Ltd.","https://www.crunchyroll.com/es-es/series/G63VMKVQY/yamada-kun-and-the-seven-witches","Ryu Yamada es el chico problema de la preparatoria Suzaku y se encuentra de mal humor porque volvió a ser regañado por su profesor. Por si esto fuera poco, tropieza y cae por las escaleras con la estudiante ejemplar, Urara Shiraishi. Cuando recupera el conocimiento, se percata de que ambos cambiaron de cuerpo. Estas dos personas que no podrían ser más diferentes se encuentran en el cuerpo del otro por culpa de un beso. Y ese es solo el principio de los problemas en esta comedia romántica que se desató con un beso..."
"DARLING in the FRANXX","Doblajes","4.6",28000,95,1,24,576,24,"[""Japonés"",""English"",""English (India)"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""हिंदी""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","true","true","true","true","true","-","true","true","-","-","true","-","true","true","true","-","true","-","true","-","-","true","[""Acción"",""Drama"",""Romance"",""Ciencia Ficción""]","ABC Asahi","https://www.crunchyroll.com/es-es/series/GY8VEQ95Y/darling-in-the-franxx","En un futuro distante la humanidad ha creado Plantation, una ciudad fortaleza móvil construida sobre las ruinas del mundo y en la que ha florecido la civilización. En la ciudad hay barracones especiales para pilotos llamados Mistilteinn, aunque popularmente se los conoce como ""jaulas de pájaros"". Allí es donde viven estos chicos... sin saber nada del mundo exterior, sin poder sentir nunca el enorme cielo. Su única misión en la vida siempre fue luchar."
"Ms. Vampire who lives in my neighborhood.","Sub | Dob","4.6",762,4,1,12,276,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Sobrenatural""]","Showgate","https://www.crunchyroll.com/es-es/series/GYQW9J0ZY/ms-vampire-who-lives-in-my-neighborhood","Cuando Akari Amano, una chica humana corrientte, es rescatada por la vampira Sophie Twilight, nace un amor a primera vista. Este sentimiento se afianza cuando Sophie acaba dando la bienvenida a regañadientets a Amano como su nueva compañera de cuarto. Pese a ser una vampira, Sophie nunca ataca a los humanos, se dedica a pedir sangre y merchandising de anime en Internet, como cualquier persona humana haría. ¡Clava los colmillos a esta comedia vampírica moderna!"
"Gatchaman Crowds","Subtitulado","4.2",258,2,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Ciencia Ficción""]","ntv","https://www.crunchyroll.com/es-es/series/GR7512X3Y/gatchaman-crowds","""Gatchaman"" es el nombre que se da a los guerreros que pueden usar los poderes de unos trajes especiales llamados NOTE que son la manifestación física de los poderes espirituales que poseen todos los seres vivos. El equipo Gatchaman en la Tierra consiste en un grupo de extraterrestres enviados a modo de consejo para proteger el planeta y por terrestres que han sido escogidos como los guerreros defensores gracias a sus habilidades latentes. Todos luchan para defender la Tierra de los criminales alienígenas que deciden violar la norma impuesta por el consejo espacial de no entrar en el planeta."
